tid,fritt_mb,swap_mb,pid,cpu,rss_mb,namn
3.8,385,14698,91263,0.0,42,/Applications/Microsoft
3.8,385,14698,91265,0.0,0,/Applications/Microsoft
3.8,385,14698,91266,0.3,21,/Applications/Microsoft
3.8,385,14698,91268,0.0,2,/Applications/Microsoft
3.8,385,14698,91270,0.0,4,/Applications/Microsoft
3.8,385,14698,91271,0.0,8,/Applications/Microsoft
3.8,385,14698,91272,0.0,9,/Applications/Microsoft
3.8,385,14698,91279,0.7,165,/Applications/Microsoft
3.8,385,14698,91280,43.2,161,/Applications/Microsoft
3.8,385,14698,91295,0.0,3,/Applications/Microsoft
3.8,385,14698,91296,0.0,7,/Applications/Microsoft
3.8,385,14698,91305,0.0,2,/Applications/Microsoft
3.8,385,14698,91318,0.0,2,/Applications/Microsoft
4.3,526,14698,1760,0.0,0,/Applications/Microsoft
4.3,526,14698,2289,0.2,39,/Applications/Ollama.app/Contents/Resources/ollama
4.3,526,14698,5164,0.0,13,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
4.3,526,14698,5182,103.0,3628,/Applications/Ollama.app/Contents/Resources/llama-server
4.3,526,14698,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
4.3,526,14698,91257,0.6,20,/Applications/Microsoft
4.3,526,14698,91258,0.0,0,/Applications/Microsoft
4.3,526,14698,91259,0.0,2,/Applications/Microsoft
4.3,526,14698,91263,0.0,42,/Applications/Microsoft
4.3,526,14698,91265,0.0,0,/Applications/Microsoft
4.3,526,14698,91266,0.0,21,/Applications/Microsoft
4.3,526,14698,91268,0.0,2,/Applications/Microsoft
4.3,526,14698,91270,0.0,4,/Applications/Microsoft
4.3,526,14698,91271,0.0,8,/Applications/Microsoft
4.3,526,14698,91272,0.0,10,/Applications/Microsoft
4.3,526,14698,91279,0.1,165,/Applications/Microsoft
4.3,526,14698,91280,45.4,165,/Applications/Microsoft
4.3,526,14698,91295,0.0,4,/Applications/Microsoft
4.3,526,14698,91296,0.0,7,/Applications/Microsoft
4.3,526,14698,91305,0.0,2,/Applications/Microsoft
4.3,526,14698,91318,0.0,2,/Applications/Microsoft
4.9,446,14698,1760,0.0,0,/Applications/Microsoft
4.9,446,14698,2289,0.2,39,/Applications/Ollama.app/Contents/Resources/ollama
4.9,446,14698,5164,0.0,13,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
4.9,446,14698,5182,112.4,3638,/Applications/Ollama.app/Contents/Resources/llama-server
4.9,446,14698,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
4.9,446,14698,91257,0.4,21,/Applications/Microsoft
4.9,446,14698,91258,0.0,0,/Applications/Microsoft
4.9,446,14698,91259,0.0,2,/Applications/Microsoft
4.9,446,14698,91263,0.0,44,/Applications/Microsoft
4.9,446,14698,91265,0.0,0,/Applications/Microsoft
4.9,446,14698,91266,0.2,21,/Applications/Microsoft
4.9,446,14698,91268,0.0,2,/Applications/Microsoft
4.9,446,14698,91270,0.0,4,/Applications/Microsoft
4.9,446,14698,91271,0.0,8,/Applications/Microsoft
4.9,446,14698,91272,0.0,10,/Applications/Microsoft
4.9,446,14698,91279,0.4,165,/Applications/Microsoft
4.9,446,14698,91280,40.8,168,/Applications/Microsoft
4.9,446,14698,91295,0.0,4,/Applications/Microsoft
4.9,446,14698,91296,0.0,7,/Applications/Microsoft
4.9,446,14698,91305,0.0,2,/Applications/Microsoft
4.9,446,14698,91318,0.0,2,/Applications/Microsoft
5.5,390,14690,1760,0.0,0,/Applications/Microsoft
5.5,390,14690,2289,9.6,42,/Applications/Ollama.app/Contents/Resources/ollama
5.5,390,14690,5164,0.0,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
5.5,390,14690,5182,26.8,3641,/Applications/Ollama.app/Contents/Resources/llama-server
5.5,390,14690,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
5.5,390,14690,91257,0.4,21,/Applications/Microsoft
5.5,390,14690,91258,0.0,0,/Applications/Microsoft
5.5,390,14690,91259,0.0,2,/Applications/Microsoft
5.5,390,14690,91263,0.0,44,/Applications/Microsoft
5.5,390,14690,91265,0.0,0,/Applications/Microsoft
5.5,390,14690,91266,0.0,21,/Applications/Microsoft
5.5,390,14690,91268,0.0,2,/Applications/Microsoft
5.5,390,14690,91270,0.0,4,/Applications/Microsoft
5.5,390,14690,91271,0.0,8,/Applications/Microsoft
5.5,390,14690,91272,0.0,10,/Applications/Microsoft
5.5,390,14690,91279,0.0,165,/Applications/Microsoft
5.5,390,14690,91280,49.1,168,/Applications/Microsoft
5.5,390,14690,91295,0.0,4,/Applications/Microsoft
5.5,390,14690,91296,0.0,7,/Applications/Microsoft
5.5,390,14690,91305,0.0,2,/Applications/Microsoft
5.5,390,14690,91318,0.0,2,/Applications/Microsoft
6.1,429,14666,1760,0.0,0,/Applications/Microsoft
6.1,429,14666,2289,0.8,42,/Applications/Ollama.app/Contents/Resources/ollama
6.1,429,14666,5164,0.0,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
6.1,429,14666,5182,77.7,3641,/Applications/Ollama.app/Contents/Resources/llama-server
6.1,429,14666,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
6.1,429,14666,91257,0.5,21,/Applications/Microsoft
6.1,429,14666,91258,0.0,0,/Applications/Microsoft
6.1,429,14666,91259,0.0,2,/Applications/Microsoft
6.1,429,14666,91263,0.0,44,/Applications/Microsoft
6.1,429,14666,91265,0.0,0,/Applications/Microsoft
6.1,429,14666,91266,0.1,21,/Applications/Microsoft
6.1,429,14666,91268,0.0,2,/Applications/Microsoft
6.1,429,14666,91270,0.0,4,/Applications/Microsoft
6.1,429,14666,91271,0.0,8,/Applications/Microsoft
6.1,429,14666,91272,0.0,10,/Applications/Microsoft
6.1,429,14666,91279,0.5,168,/Applications/Microsoft
6.1,429,14666,91280,45.6,169,/Applications/Microsoft
6.1,429,14666,91295,0.0,4,/Applications/Microsoft
6.1,429,14666,91296,0.0,7,/Applications/Microsoft
6.1,429,14666,91305,0.0,2,/Applications/Microsoft
6.1,429,14666,91318,0.0,2,/Applications/Microsoft
6.6,290,14650,1760,0.0,0,/Applications/Microsoft
6.6,290,14650,2289,0.2,42,/Applications/Ollama.app/Contents/Resources/ollama
6.6,290,14650,5164,0.0,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
6.6,290,14650,5182,79.7,3641,/Applications/Ollama.app/Contents/Resources/llama-server
6.6,290,14650,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
6.6,290,14650,91257,0.6,21,/Applications/Microsoft
6.6,290,14650,91258,0.0,0,/Applications/Microsoft
6.6,290,14650,91259,0.0,2,/Applications/Microsoft
6.6,290,14650,91263,0.0,45,/Applications/Microsoft
6.6,290,14650,91265,0.0,0,/Applications/Microsoft
6.6,290,14650,91266,0.0,21,/Applications/Microsoft
6.6,290,14650,91268,0.0,2,/Applications/Microsoft
6.6,290,14650,91270,0.0,4,/Applications/Microsoft
6.6,290,14650,91271,0.0,8,/Applications/Microsoft
6.6,290,14650,91272,0.0,10,/Applications/Microsoft
6.6,290,14650,91279,0.0,168,/Applications/Microsoft
6.6,290,14650,91280,48.2,171,/Applications/Microsoft
6.6,290,14650,91295,0.0,4,/Applications/Microsoft
6.6,290,14650,91296,0.0,7,/Applications/Microsoft
6.6,290,14650,91305,0.0,2,/Applications/Microsoft
6.6,290,14650,91318,0.0,2,/Applications/Microsoft
7.2,322,14642,1760,0.0,0,/Applications/Microsoft
7.2,322,14642,2289,16.8,45,/Applications/Ollama.app/Contents/Resources/ollama
7.2,322,14642,5164,0.2,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
7.2,322,14642,5182,36.6,3639,/Applications/Ollama.app/Contents/Resources/llama-server
7.2,322,14642,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
7.2,322,14642,91257,0.4,21,/Applications/Microsoft
7.2,322,14642,91258,0.0,0,/Applications/Microsoft
7.2,322,14642,91259,0.0,2,/Applications/Microsoft
7.2,322,14642,91263,0.0,44,/Applications/Microsoft
7.2,322,14642,91265,0.0,0,/Applications/Microsoft
7.2,322,14642,91266,0.1,21,/Applications/Microsoft
7.2,322,14642,91268,0.0,2,/Applications/Microsoft
7.2,322,14642,91270,0.0,4,/Applications/Microsoft
7.2,322,14642,91271,0.0,8,/Applications/Microsoft
7.2,322,14642,91272,0.0,10,/Applications/Microsoft
7.2,322,14642,91279,0.1,168,/Applications/Microsoft
7.2,322,14642,91280,50.9,171,/Applications/Microsoft
7.2,322,14642,91295,0.0,4,/Applications/Microsoft
7.2,322,14642,91296,0.0,7,/Applications/Microsoft
7.2,322,14642,91305,0.0,2,/Applications/Microsoft
7.2,322,14642,91318,0.0,2,/Applications/Microsoft
7.7,304,14602,1760,0.0,0,/Applications/Microsoft
7.7,304,14602,2289,2.3,44,/Applications/Ollama.app/Contents/Resources/ollama
7.7,304,14602,5164,0.0,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
7.7,304,14602,5182,80.2,3639,/Applications/Ollama.app/Contents/Resources/llama-server
7.7,304,14602,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
7.7,304,14602,91257,0.4,21,/Applications/Microsoft
7.7,304,14602,91258,0.0,0,/Applications/Microsoft
7.7,304,14602,91259,0.0,2,/Applications/Microsoft
7.7,304,14602,91263,0.0,55,/Applications/Microsoft
7.7,304,14602,91265,0.0,0,/Applications/Microsoft
7.7,304,14602,91266,1.1,22,/Applications/Microsoft
7.7,304,14602,91268,1.1,6,/Applications/Microsoft
7.7,304,14602,91270,0.0,4,/Applications/Microsoft
7.7,304,14602,91271,0.0,8,/Applications/Microsoft
7.7,304,14602,91272,0.0,10,/Applications/Microsoft
7.7,304,14602,91279,12.2,208,/Applications/Microsoft
7.7,304,14602,91280,54.7,177,/Applications/Microsoft
7.7,304,14602,91295,0.0,7,/Applications/Microsoft
7.7,304,14602,91296,0.0,7,/Applications/Microsoft
7.7,304,14602,91305,0.0,2,/Applications/Microsoft
7.7,304,14602,91318,0.0,2,/Applications/Microsoft
8.3,334,14562,1760,0.0,0,/Applications/Microsoft
8.3,334,14562,2289,0.2,44,/Applications/Ollama.app/Contents/Resources/ollama
8.3,334,14562,5164,0.0,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
8.3,334,14562,5182,91.3,3639,/Applications/Ollama.app/Contents/Resources/llama-server
8.3,334,14562,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
8.3,334,14562,91257,2.6,29,/Applications/Microsoft
8.3,334,14562,91258,0.0,0,/Applications/Microsoft
8.3,334,14562,91259,0.0,2,/Applications/Microsoft
8.3,334,14562,91263,2.8,67,/Applications/Microsoft
8.3,334,14562,91265,0.0,0,/Applications/Microsoft
8.3,334,14562,91266,0.0,22,/Applications/Microsoft
8.3,334,14562,91268,0.1,6,/Applications/Microsoft
8.3,334,14562,91270,0.0,4,/Applications/Microsoft
8.3,334,14562,91271,2.2,39,/Applications/Microsoft
8.3,334,14562,91272,0.0,10,/Applications/Microsoft
8.3,334,14562,91279,20.7,343,/Applications/Microsoft
8.3,334,14562,91280,43.8,177,/Applications/Microsoft
8.3,334,14562,91295,0.0,7,/Applications/Microsoft
8.3,334,14562,91296,0.0,7,/Applications/Microsoft
8.3,334,14562,91305,0.0,2,/Applications/Microsoft
8.3,334,14562,91318,0.0,2,/Applications/Microsoft
8.9,314,14562,1760,0.0,0,/Applications/Microsoft
8.9,314,14562,2289,0.2,44,/Applications/Ollama.app/Contents/Resources/ollama
8.9,314,14562,5164,0.0,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
8.9,314,14562,5182,105.1,3639,/Applications/Ollama.app/Contents/Resources/llama-server
8.9,314,14562,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
8.9,314,14562,91257,0.6,29,/Applications/Microsoft
8.9,314,14562,91258,0.0,0,/Applications/Microsoft
8.9,314,14562,91259,0.0,2,/Applications/Microsoft
8.9,314,14562,91263,0.2,67,/Applications/Microsoft
8.9,314,14562,91265,0.0,0,/Applications/Microsoft
8.9,314,14562,91266,0.3,22,/Applications/Microsoft
8.9,314,14562,91268,0.0,6,/Applications/Microsoft
8.9,314,14562,91270,0.1,6,/Applications/Microsoft
8.9,314,14562,91271,0.2,40,/Applications/Microsoft
8.9,314,14562,91272,0.0,10,/Applications/Microsoft
8.9,314,14562,91279,4.9,353,/Applications/Microsoft
8.9,314,14562,91280,40.3,177,/Applications/Microsoft
8.9,314,14562,91295,0.0,7,/Applications/Microsoft
8.9,314,14562,91296,0.0,7,/Applications/Microsoft
8.9,314,14562,91305,0.0,2,/Applications/Microsoft
8.9,314,14562,91318,0.0,2,/Applications/Microsoft
9.5,210,14498,1760,0.0,0,/Applications/Microsoft
9.5,210,14498,2289,22.2,43,/Applications/Ollama.app/Contents/Resources/ollama
9.5,210,14498,5164,0.0,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
9.5,210,14498,5182,51.1,3640,/Applications/Ollama.app/Contents/Resources/llama-server
9.5,210,14498,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
9.5,210,14498,91257,0.9,29,/Applications/Microsoft
9.5,210,14498,91258,0.0,0,/Applications/Microsoft
9.5,210,14498,91259,0.0,2,/Applications/Microsoft
9.5,210,14498,91263,1.3,70,/Applications/Microsoft
9.5,210,14498,91265,0.0,0,/Applications/Microsoft
9.5,210,14498,91266,0.0,22,/Applications/Microsoft
9.5,210,14498,91268,0.0,6,/Applications/Microsoft
9.5,210,14498,91270,0.0,6,/Applications/Microsoft
9.5,210,14498,91271,25.7,202,/Applications/Microsoft
9.5,210,14498,91272,0.0,10,/Applications/Microsoft
9.5,210,14498,91279,0.4,353,/Applications/Microsoft
9.5,210,14498,91280,40.8,177,/Applications/Microsoft
9.5,210,14498,91295,0.0,7,/Applications/Microsoft
9.5,210,14498,91296,0.0,7,/Applications/Microsoft
9.5,210,14498,91305,0.0,2,/Applications/Microsoft
9.5,210,14498,91318,0.0,2,/Applications/Microsoft
10.3,300,14426,1760,0.0,0,/Applications/Microsoft
10.3,300,14426,2289,0.9,42,/Applications/Ollama.app/Contents/Resources/ollama
10.3,300,14426,5164,0.0,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
10.3,300,14426,5182,65.2,3640,/Applications/Ollama.app/Contents/Resources/llama-server
10.3,300,14426,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
10.3,300,14426,91257,1.0,27,/Applications/Microsoft
10.3,300,14426,91258,0.0,0,/Applications/Microsoft
10.3,300,14426,91259,0.0,2,/Applications/Microsoft
10.3,300,14426,91263,0.2,73,/Applications/Microsoft
10.3,300,14426,91265,0.0,0,/Applications/Microsoft
10.3,300,14426,91266,0.0,22,/Applications/Microsoft
10.3,300,14426,91268,0.0,6,/Applications/Microsoft
10.3,300,14426,91270,0.0,6,/Applications/Microsoft
10.3,300,14426,91271,142.9,266,/Applications/Microsoft
10.3,300,14426,91272,0.1,10,/Applications/Microsoft
10.3,300,14426,91279,0.1,292,/Applications/Microsoft
10.3,300,14426,91280,62.7,177,/Applications/Microsoft
10.3,300,14426,91295,0.0,7,/Applications/Microsoft
10.3,300,14426,91296,0.0,7,/Applications/Microsoft
10.3,300,14426,91305,0.3,7,/Applications/Microsoft
10.3,300,14426,91318,0.0,2,/Applications/Microsoft
11.0,263,14386,1760,0.0,0,/Applications/Microsoft
11.0,263,14386,2289,0.1,42,/Applications/Ollama.app/Contents/Resources/ollama
11.0,263,14386,5164,0.0,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
11.0,263,14386,5182,80.8,3640,/Applications/Ollama.app/Contents/Resources/llama-server
11.0,263,14386,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
11.0,263,14386,91257,0.8,29,/Applications/Microsoft
11.0,263,14386,91258,0.0,0,/Applications/Microsoft
11.0,263,14386,91259,0.0,2,/Applications/Microsoft
11.0,263,14386,91263,0.3,46,/Applications/Microsoft
11.0,263,14386,91265,0.0,0,/Applications/Microsoft
11.0,263,14386,91266,0.5,22,/Applications/Microsoft
11.0,263,14386,91268,0.0,6,/Applications/Microsoft
11.0,263,14386,91270,0.0,6,/Applications/Microsoft
11.0,263,14386,91271,12.8,266,/Applications/Microsoft
11.0,263,14386,91272,0.3,11,/Applications/Microsoft
11.0,263,14386,91279,0.7,292,/Applications/Microsoft
11.0,263,14386,91280,66.0,177,/Applications/Microsoft
11.0,263,14386,91295,0.2,8,/Applications/Microsoft
11.0,263,14386,91296,0.5,7,/Applications/Microsoft
11.0,263,14386,91305,19.4,33,/Applications/Microsoft
11.0,263,14386,91318,0.0,2,/Applications/Microsoft
11.7,308,14354,1760,0.0,0,/Applications/Microsoft
11.7,308,14354,2289,0.1,41,/Applications/Ollama.app/Contents/Resources/ollama
11.7,308,14354,5164,0.0,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
11.7,308,14354,5182,75.0,3639,/Applications/Ollama.app/Contents/Resources/llama-server
11.7,308,14354,76251,0.0,3,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
11.7,308,14354,91257,1.0,29,/Applications/Microsoft
11.7,308,14354,91258,0.0,0,/Applications/Microsoft
11.7,308,14354,91259,0.0,2,/Applications/Microsoft
11.7,308,14354,91263,0.0,46,/Applications/Microsoft
